Regime,Total_Variance,sp500_Close_mean,vix_Close_mean,us10y_mean
0,1.0835262617536734,0.003652261571730935,14.7972007184756,3.1852110861089846
1,1.2363504559145595,-0.0031594197285022075,15.852912453967319,3.195809779775483
2,4.554928033491839,-0.00039537099847334223,27.726422389588905,3.595117339856797
