Evaluation_Period,Gross_CAGR,Net_CAGR,Cost_Drag_CAGR,Annual_Return,Annual_Volatility,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown,Calmar_Ratio,Information_Ratio,Alpha,Beta,Total_Transaction_Costs,Annual_Turnover,Average_Rebalance_Turnover,Win_Rate,Average_Holding_Period
full_history,0.13444934729277191,0.12929679378964853,0.0051525535031233805,0.12929679378964853,0.2276990935709819,0.6488889632387637,0.8521929688499736,-0.6178052567815375,0.2092840622030661,-0.03206989209060042,0.006318564853550581,0.9990857779007071,83653014.92460522,4.4786394510687835,0.7729684348766797,0.5394352482960078,56.267087974644326
dotcom_gfc,0.13504268535549913,0.12973372129654348,0.005308964058955645,0.12973372129654348,0.2630428661585346,0.5948612231098428,0.8211727168524529,-0.6178052567815375,0.2099912875011659,0.12704188912262734,0.021109342653985376,1.112948323578552,7384539.296046753,4.588109505112018,0.8010984850195587,0.5218929677134011,54.92458271085826
bull_market,0.15582934052337372,0.15075282859344608,0.005076511929927641,0.15075282859344608,0.20230341008076289,0.796117628833871,0.9857121472578253,-0.3677820962936663,0.40989713776897146,-0.0314418515132866,0.014440233430352414,0.92303567138782,11118393.61903337,4.383987118372201,0.7427666235751385,0.5404624277456648,57.48192072552645
recent_market,-0.027868042190972275,-0.03207374802712826,0.004205705836155982,-0.03207374802712826,0.2015896426414986,-0.061018629934604565,-0.07783663509763178,-0.4138663133198285,-0.07749784651437006,-1.2607329180362938,-0.14601160978423247,0.8868123808224483,2216227.6098591206,4.383563529470528,0.7578725907282651,0.5061460592913956,57.487475271160946
