Ticker,Number of Events,Positive Labels,Negative Labels,Neutral Labels,PT hits,SL hits,Vertical hits,Positive %,Negative %,Neutral %,Average Holding Days,Median Holding Days,Average Return,Median Return,Average Volatility,Average Barrier Width
LMT,2618,1239,1096,283,1239,1096,283,47.32620320855615,41.86401833460657,10.80977845683728,3.6359816653934303,3.0,0.0007984582968784755,0.006883265294659725,0.019136764678118007,7.35732023482792
LNT,2711,1253,1206,252,1253,1206,252,46.219107340464774,44.485429730726665,9.295462928808558,3.50497971228329,3.0,4.15890674500824e-05,0.0027030514351384614,0.016995353563210292,1.0368752752146477
LOW,2625,1198,1107,320,1198,1107,320,45.63809523809524,42.17142857142857,12.19047619047619,3.7653333333333334,3.0,0.0008122875188824561,0.006816334302219078,0.025584427997763344,3.7929729170001076
LRCX,2731,1308,1129,294,1308,1129,294,47.89454412303186,41.34016843647016,10.765287440497987,3.7045038447455143,3.0,0.0010647708162915492,0.015057070497106605,0.03867717650448812,1.9540937708804766
LULU,1752,759,723,270,759,723,270,43.321917808219176,41.26712328767123,15.41095890410959,4.1215753424657535,4.0,-0.0003719596282529527,0.002367925478871354,0.03938742215884725,9.848361485295198
LUV,2659,1203,1207,249,1203,1207,249,45.24257239563746,45.39300488905604,9.364422715306505,3.5622414441519368,3.0,-0.0003069809009636741,-0.001259268197049151,0.02830584692910089,1.4852003029771812
LVS,2181,979,958,244,979,958,244,44.88766620816139,43.92480513525906,11.187528656579552,3.7423200366804217,3.0,-0.0004458681524694661,0.0011681397676873298,0.03921516329115404,3.4812137965423235
LYB,1658,788,727,143,788,727,143,47.52714113389626,43.84800965018094,8.624849215922799,3.493365500603136,3.0,0.0007399692114070321,0.008372908917871996,0.027796033698445004,3.981066845632816
LYV,2061,919,888,254,919,888,254,44.590004852013585,43.085880640465795,12.32411450752062,3.6860747210092186,3.0,-0.00029305947227976394,0.0034848292282054576,0.03396053025172057,2.7860719982762117
MA,1969,975,756,238,975,756,238,49.51752158456069,38.39512442864398,12.087353986795328,3.7465718638902996,3.0,0.002301276614514957,0.011134700047257265,0.024091770534628458,7.58116379756454
MAA,2677,1253,1148,276,1253,1148,276,46.80612626073963,42.88382517743743,10.310048561822937,3.5864774000747106,3.0,0.0004968073083144332,0.0055710450494554295,0.019706944526365067,3.1349445703450365
MAR,2678,1242,1100,336,1242,1100,336,46.377893950709485,41.07542942494399,12.546676624346528,3.7628827483196416,3.0,0.0005203733326377482,0.005410624976769024,0.025741285809585193,4.056162484098074
MAS,2611,1184,1128,299,1184,1128,299,45.346610494063576,43.20183837610111,11.451551129835313,3.728456530065109,3.0,0.00025409763737320207,0.002885942216368183,0.0289411273287121,1.6147973719853033
MCD,2677,1263,1145,269,1263,1145,269,47.17967874486365,42.77175943220023,10.048561822936122,3.650354874859918,3.0,0.0006114150672338442,0.005981543446152885,0.01717933585712403,3.7478382040143314
MCHP,2663,1214,1177,272,1214,1177,272,45.587683064213294,44.19827262485918,10.214044310927525,3.6635373638753284,3.0,-0.0002279524994943897,0.003052560806663471,0.032697105984936733,2.048807939394239
MCK,2571,1186,1061,324,1186,1061,324,46.12991054064566,41.267989109295996,12.602100350058343,3.782574873590043,4.0,0.0010171241822064764,0.006869754207525658,0.023341690472182954,7.0008491189295325
MCO,2597,1248,1007,342,1248,1007,342,48.05544859453215,38.775510204081634,13.169041201386214,3.777820562187139,4.0,0.0018906860960077006,0.011399328831301646,0.024666174204314474,5.969715009913359
MDLZ,2446,1075,1085,286,1075,1085,286,43.949304987735076,44.35813573180703,11.692559280457889,3.6561733442354867,3.0,0.00010132341387385877,0.0007599337361080485,0.01698049037818248,1.437721258937926
MDT,2626,1177,1138,311,1177,1138,311,44.82102056359482,43.33587204874333,11.843107387661842,3.701827875095202,3.0,0.00013352173812964426,0.002411324341078866,0.01982690451307114,2.5255021200669407
MET,2600,1187,1102,311,1187,1102,311,45.65384615384615,42.38461538461539,11.961538461538462,3.6588461538461536,3.0,0.0007978102155352193,0.005466300775982117,0.026744412476181863,2.1805790667280687
META,1344,596,537,211,596,537,211,44.345238095238095,39.955357142857146,15.699404761904761,4.036458333333333,4.0,0.0008483653538903428,0.008684886618313813,0.031034576187551993,14.33159207651199
MGM,2652,1217,1129,306,1217,1129,306,45.88989441930618,42.57164404223228,11.538461538461538,3.7828054298642533,3.0,0.0006437506602947594,0.005270516445990498,0.03824630275069853,1.8867822748237468
MKC,2614,1161,1141,312,1161,1141,312,44.41469013006886,43.6495791889824,11.935730680948737,3.7253251721499616,3.0,8.738812346509219e-05,0.0029166766832587707,0.017586320746988186,1.4605305123643917
MLM,2679,1236,1157,286,1236,1157,286,46.13661814109742,43.187756625606575,10.675625233296007,3.5961179544606194,3.0,0.00024763674476658556,0.0037989541335356584,0.02662594867306933,9.175361437344996
MMM,2565,1155,1078,332,1155,1078,332,45.02923976608187,42.02729044834308,12.943469785575049,3.833918128654971,4.0,0.00023203522734697768,0.0027772266520371324,0.01955275180864326,3.669125763870244
MNST,2472,1142,994,336,1142,994,336,46.19741100323624,40.21035598705502,13.592233009708737,3.809870550161812,3.0,0.0014513514547518664,0.008292039273374279,0.03143252255149091,0.862700776508304
MO,2515,1149,991,375,1149,991,375,45.685884691848905,39.40357852882704,14.910536779324055,3.8727634194831015,4.0,0.001224229654582698,0.006584839075315799,0.019675325869434764,1.795531766840169
MOS,2643,1161,1204,278,1161,1204,278,43.927355278093074,45.5542943624669,10.51835035944003,3.648127128263337,3.0,-0.0005027773542686374,-0.0017714525937918236,0.03646418007088001,2.6361938135474863
MPC,1545,760,636,149,760,636,149,49.19093851132686,41.16504854368932,9.64401294498382,3.598705501618123,3.0,0.0021359317246606667,0.016976392029496398,0.030954897372377586,4.4433314837268085
MPWR,2187,1005,956,226,1005,956,226,45.953360768175585,43.712848651120254,10.33379058070416,3.6154549611339735,3.0,6.275959318454868e-05,0.005272508353608447,0.036586349230495016,16.22598104516878
MRK,2567,1159,1105,303,1159,1105,303,45.14998052201013,43.04635761589404,11.803661862095833,3.749902610050643,3.0,0.00021770176988771136,0.0035878832527208404,0.02075464947490521,2.456185083203243
MRNA,776,355,347,74,355,347,74,45.74742268041237,44.71649484536083,9.536082474226804,3.6018041237113403,3.0,-0.000834292336072427,0.0009336495687535325,0.05897109139234164,12.112356055765964
MRSH,2618,1202,1100,316,1202,1100,316,45.91291061879297,42.016806722689076,12.070282658517954,3.6986249045072572,3.0,0.0002727987658690734,0.004633799290624705,0.019218464781610604,2.7195652043053955
MRVL,2645,1198,1185,262,1198,1185,262,45.2930056710775,44.801512287334596,9.905482041587902,3.620037807183365,3.0,-0.0003750188395338808,0.002713767955377851,0.04230238238338634,2.428220948390522
MS,2686,1226,1134,326,1226,1134,326,45.64408041697692,42.21891288160834,12.137006701414743,3.6612062546537603,3.0,0.0001725716105895631,0.006978677642975365,0.03162272643808518,3.2949488891782743
MSCI,1810,860,728,222,860,728,222,47.51381215469613,40.22099447513812,12.265193370165745,3.778453038674033,4.0,0.0012254318163779916,0.009957732344953514,0.026404840769333405,10.998292120201041
MSFT,2638,1219,1118,301,1219,1118,301,46.20924943138742,42.380591357088704,11.410159211523881,3.691811978771797,3.0,0.0004828308019595196,0.005046432471417828,0.02244459444727913,4.890804835125935
MSI,2607,1150,1104,353,1150,1104,353,44.112006137322595,42.34752589182969,13.540467970847716,3.8530878404296125,4.0,-0.000501198872117587,0.002170382505162834,0.027607080846030856,5.718025511810365
MTB,2598,1160,1121,317,1160,1121,317,44.64973056197075,43.14857582755966,12.201693610469592,3.6989992301770593,3.0,-5.464889890485925e-05,0.0023624768647329446,0.023425962016817535,5.1418536917225355
MTD,2664,1253,1131,280,1253,1131,280,47.03453453453454,42.45495495495496,10.51051051051051,3.6156156156156154,3.0,0.0006938075832778245,0.0070978392756561644,0.023201794400373926,21.626098101800235
MU,2751,1318,1181,252,1318,1181,252,47.909850963286075,42.92984369320247,9.16030534351145,3.578698655034533,3.0,0.001399171436958065,0.01801559203761384,0.04451433675627119,4.834668141446289
NCLH,1328,590,561,177,590,561,177,44.42771084337349,42.243975903614455,13.328313253012048,3.7612951807228914,3.0,0.0008437496744645738,0.0031122854570681657,0.04007341358509597,2.219156320236017
NDAQ,2376,1102,981,293,1102,981,293,46.380471380471384,41.28787878787879,12.33164983164983,3.7512626262626263,4.0,0.0004263910954677029,0.008772525058479945,0.02727453481797251,1.175836307763704
NDSN,2584,1153,1123,308,1153,1123,308,44.62074303405573,43.459752321981426,11.91950464396285,3.6323529411764706,3.0,9.477562058523721e-05,0.003053120414270801,0.026864973973096378,4.1437966801598
NEE,2652,1235,1135,282,1235,1135,282,46.568627450980394,42.79788838612368,10.633484162895927,3.5855957767722475,3.0,0.0006669247345825275,0.00499725904920472,0.018285630072607945,1.2587287117005816
NEM,2706,1249,1171,286,1249,1171,286,46.15668883961567,43.27420546932742,10.569105691056912,3.630081300813008,3.0,0.0006584523561666842,0.006842615604070937,0.0310033881851482,2.6088332459965704
NFLX,2209,986,808,415,986,808,415,44.63558171118153,36.577636939791766,18.78678134902671,4.206428248076053,4.0,0.0032121012409266686,0.012684122532509255,0.04340358925397404,1.3745531233782697
NI,2704,1271,1170,263,1271,1170,263,47.00443786982248,43.269230769230774,9.726331360946745,3.5584319526627217,3.0,0.0005813071167128604,0.004836122356151135,0.018469771263159577,0.5936247570710512
NKE,2535,1138,1079,318,1138,1079,318,44.891518737672584,42.56410256410256,12.544378698224854,3.844575936883629,4.0,3.1445151587736675e-05,0.003431194908766174,0.02407593827799602,2.181010744111666
NOC,2610,1222,1097,291,1222,1097,291,46.81992337164751,42.030651340996165,11.149425287356323,3.7195402298850575,3.0,0.0006106084889786034,0.006024835032887496,0.019779735362224375,7.389565780624566
NOW,1397,655,571,171,655,571,171,46.88618468146027,40.873299928418035,12.24051539012169,3.760200429491768,3.0,0.0012979798863074455,0.012602637597701041,0.03300910583255115,4.466303861568722
NRG,2277,1069,935,273,1069,935,273,46.94773825208608,41.06280193236715,11.989459815546773,3.697408871321915,3.0,0.0008379154897189962,0.00931367514382256,0.02936335293784033,2.303952372975196
NSC,2620,1200,1115,305,1200,1115,305,45.80152671755725,42.55725190839695,11.641221374045802,3.7702290076335876,4.0,0.0005020799690820091,0.005471452915261366,0.025249557143042556,4.851478123469067
NTAP,2605,1147,1128,330,1147,1128,330,44.03071017274472,43.30134357005758,12.667946257197697,3.9147792706333973,4.0,-0.0009285727338752873,0.0013321715560422331,0.03906406154783645,3.416244554635311
NTRS,2599,1139,1120,340,1139,1120,340,43.82454790303963,43.093497499038094,13.081954597922277,3.8260869565217392,4.0,-0.00040768076457390847,0.0009520628139930235,0.02495232584569707,3.5185279284502022
NUE,2736,1247,1249,240,1247,1249,240,45.57748538011696,45.650584795321635,8.771929824561402,3.565058479532164,3.0,-0.00013249550959069372,0.0012014541329485931,0.030245065408828955,3.621553853455624
NVDA,2689,1266,1141,282,1266,1141,282,47.08069914466345,42.43213090368167,10.48716995165489,3.761249535143176,3.0,0.0006488594306747402,0.012326837670603588,0.043971510461601186,1.3404436321818423
NVR,2683,1291,1155,237,1291,1155,237,48.11777860603802,43.0488259411107,8.833395452851287,3.496459187476705,3.0,0.0007738532418077542,0.00884515625496398,0.026998711730620975,104.18288398643044
NWS,1262,566,552,144,566,552,144,44.849445324881145,43.74009508716323,11.410459587955627,3.667987321711569,3.0,0.0004156892881099184,0.0032456792404952717,0.022453409392692927,0.8187624733556365
NWSA,1259,552,562,145,552,562,145,43.84432088959492,44.63860206513105,11.517077045274027,3.6735504368546463,3.0,8.89563134241782e-05,0.0,0.022450984554254046,0.7943201360063716
NXPI,1533,716,610,207,716,610,207,46.705805609915195,39.79125896934116,13.50293542074364,3.767123287671233,4.0,0.0017626368030519636,0.0062454622810651055,0.03372202893938276,7.511340235899045
O,2644,1203,1139,302,1203,1139,302,45.49924357034796,43.0786686838124,11.422087745839637,3.6543116490166416,3.0,0.00036327055919516956,0.004275675557727147,0.01955806947057845,1.5143637152997163
ODFL,2649,1256,1091,302,1256,1091,302,47.41411853529634,41.18535296338241,11.400528501321253,3.654209135522839,3.0,0.001667560429644397,0.011780473025495447,0.03128720398837478,2.6873299627817047
OKE,2667,1221,1117,329,1221,1117,329,45.78177727784027,41.882264716910385,12.335958005249344,3.750281214848144,3.0,0.000591506390193718,0.006003490291673509,0.02525505723941637,1.8632117002961506
OMC,2647,1137,1217,293,1137,1217,293,42.95428787306385,45.97657725727238,11.06913486966377,3.662259161314696,3.0,-0.0010193503007467795,-0.0029614574913630724,0.02233377743961829,2.4648479936657774
ON,2626,1215,1135,276,1215,1135,276,46.26808834729626,43.22162985529322,10.51028179741051,3.6249047981721247,3.0,1.0404129048342539e-05,0.006637194210188876,0.046201439798210904,1.808448881929537
ORCL,2535,1169,1027,339,1169,1027,339,46.11439842209073,40.51282051282051,13.372781065088757,3.8071005917159764,3.0,0.0004143867791946309,0.005669747693778499,0.028621264181884987,3.010838081679638
ORLY,2568,1192,1057,319,1192,1057,319,46.41744548286604,41.16043613707165,12.422118380062305,3.7644080996884735,3.0,0.0009289009694106969,0.005999656371656113,0.02412957057068219,0.8002502091053642
OTIS,609,267,269,73,267,269,73,43.84236453201971,44.17077175697865,11.986863711001643,3.766830870279146,3.0,-0.00020670975651209878,0.0011730271519594198,0.020604280796650633,3.2163493182949487
OXY,2764,1281,1226,257,1281,1226,257,46.34587554269175,44.35600578871201,9.298118668596238,3.5575253256150505,3.0,0.000641250621201496,0.0036427073018313483,0.02866858218179765,2.839163574114748
PANW,1304,608,518,178,608,518,178,46.62576687116564,39.7239263803681,13.650306748466257,3.8680981595092025,4.0,0.002193480870628408,0.011196000708180158,0.032386816619007865,4.643802016084936
PAYX,2655,1187,1196,272,1187,1196,272,44.70809792843691,45.047080979284374,10.24482109227872,3.5517890772128062,3.0,-0.0004194925445107857,0.0007136619645295302,0.021246861006523576,2.3855100768305277
PCAR,2660,1195,1201,264,1195,1201,264,44.92481203007519,45.150375939849624,9.924812030075188,3.6387218045112784,3.0,-0.00039156481631051366,0.0009480133924540826,0.025660600845784306,1.882176504686608
PCG,2536,1140,1111,285,1140,1111,285,44.952681388012614,43.80914826498422,11.238170347003154,3.6529968454258674,3.0,0.00036699752490111057,0.0024881745166557326,0.026433540026919417,1.3333306256897797
PEG,2725,1283,1189,253,1283,1189,253,47.08256880733945,43.63302752293578,9.284403669724771,3.606605504587156,3.0,0.00048061885060291334,0.003898672528306965,0.01874750610940747,1.5251819792468524
PEP,2644,1222,1151,271,1222,1151,271,46.2178517397882,43.53252647503782,10.249621785173979,3.5211800302571863,3.0,0.0003923017949765503,0.001819943327702407,0.014899611463655347,2.694354281120135
PFE,2612,1129,1182,301,1129,1182,301,43.22358346094946,45.25267993874426,11.523736600306279,3.624425727411945,3.0,-0.0005523011749522104,-0.0012934786014399896,0.020186767662257854,1.2166077568935518
PFG,2464,1137,1040,287,1137,1040,287,46.14448051948052,42.2077922077922,11.647727272727272,3.6444805194805197,3.0,0.000503413220676027,0.007309356341098975,0.02741598983453783,2.373764214125192
PG,2626,1191,1130,305,1191,1130,305,45.354150799695354,43.031226199543035,11.614623000761615,3.65993907083016,3.0,0.000516183188955405,0.0028711475996789854,0.01517307723627798,2.523714717003623
PGR,2614,1203,1108,303,1203,1108,303,46.021423106350426,42.38714613618975,11.591430757459833,3.6882172915072684,3.0,0.0003845656036303186,0.004830844380227824,0.021017581141044937,2.22530731768158
PH,2618,1180,1108,330,1180,1108,330,45.07257448433919,42.32238349885409,12.605042016806722,3.7887700534759357,3.5,0.0007306593524738302,0.004919987303471355,0.025572257205203314,7.784220954363074
PHM,2720,1249,1188,283,1249,1188,283,45.91911764705882,43.6764705882353,10.404411764705882,3.6628676470588237,3.0,0.0004597485840222031,0.006355457366443856,0.03544959663341926,2.008646912292378
PKG,2618,1208,1149,261,1208,1149,261,46.142093200916726,43.888464476699774,9.969442322383498,3.589381207028266,3.0,0.0002554815995455578,0.00358794835384709,0.024177147038013897,3.1130030875884014
PLD,2709,1266,1138,305,1266,1138,305,46.733111849390916,42.008121077888525,11.25876707272056,3.5873015873015874,3.0,0.0008709229135888921,0.008004581989634052,0.023123476466279044,2.60746922693081
PLTR,552,228,238,86,228,238,86,41.30434782608695,43.11594202898551,15.579710144927535,3.9692028985507246,4.0,-0.0025996672137782394,-5.885006618218761e-05,0.05845161128535346,5.6121500414823675
PM,1829,869,768,192,869,768,192,47.512301804264624,41.9901585565883,10.497539639147075,3.6981957353745214,3.0,0.0009356614679701035,0.007740989277473073,0.01857576561699105,3.2684812353261212
PNC,2639,1208,1108,323,1208,1108,323,45.77491474043198,41.98560060629026,12.239484653277758,3.727169382341796,3.0,0.0007677189007840921,0.006386123995226336,0.024823550180169213,4.418259067380344
PNR,2612,1178,1109,325,1178,1109,325,45.09954058192955,42.45788667687596,12.442572741194487,3.8269525267993876,4.0,0.0005834889746746911,0.004434452479570281,0.025599485884878904,1.7581473162374432
PNW,2726,1272,1191,263,1272,1191,263,46.661775495231105,43.690388848129125,9.647835656639765,3.5447542186353633,3.0,0.0004982029850294543,0.004074167986994422,0.017503693718587728,1.990902692525946
PODD,1848,817,823,208,817,823,208,44.209956709956714,44.53463203463203,11.255411255411255,3.6201298701298703,3.0,-9.274380954759206e-05,0.0015571672951010596,0.03727466558426377,7.383873395642101
PPG,2657,1213,1137,307,1213,1137,307,45.652992096349266,42.792623259315015,11.554384644335718,3.67707941287166,3.0,0.0003855735069330446,0.004187026354216453,0.021964884250980952,3.062414671403547
PPL,2731,1260,1197,274,1260,1197,274,46.1369461735628,43.83009886488466,10.032954961552546,3.590992310508971,3.0,0.000356099686379224,0.003026625212388627,0.018794798817176772,1.033623349503145
PRU,2436,1120,1032,284,1120,1032,284,45.97701149425287,42.364532019704434,11.658456486042693,3.7118226600985222,3.0,0.0008963420123900724,0.006438621314535922,0.027119185403775357,3.6487047562747463
PSA,2749,1321,1163,265,1321,1163,265,48.05383775918516,42.30629319752637,9.639869043288469,3.5685703892324483,3.0,0.0006826102638756405,0.007969836525308794,0.0198277566456165,6.031006478753292
PSKY,2077,910,948,219,910,948,219,43.813192103996144,45.642753972075106,10.544053923928743,3.5869041887337505,3.0,-0.0006511725247396707,-0.0027755646974005495,0.032948167401861655,1.8019704754421886
PSX,1459,684,627,148,684,627,148,46.88142563399589,42.97464016449623,10.143934201507882,3.658670322138451,3.0,0.0009854782140552793,0.008284265744862436,0.02639986560912891,4.722127315195857
PTC,2596,1150,1134,312,1150,1134,312,44.29892141756548,43.68258859784284,12.01848998459168,3.6837442218798153,3.0,-0.0006833010778110031,0.002230324005305765,0.03444149794278299,3.159405961316056
PWR,2588,1162,1078,348,1162,1078,348,44.89953632148377,41.65378670788253,13.446676970633694,3.812210200927357,4.0,0.0006894747215522657,0.00598165548717381,0.03609583330924649,4.281079458550249
PYPL,1048,487,423,138,487,423,138,46.469465648854964,40.36259541984733,13.16793893129771,3.885496183206107,4.0,0.0006131057525904708,0.008037796640978152,0.030497347831595766,6.02568980990099
Q,68,31,32,5,31,32,5,45.588235294117645,47.05882352941176,7.352941176470589,3.0441176470588234,3.0,-0.0011120125807206065,0.004459935858405534,0.04585381517084634,10.641323508397136
QCOM,2545,1139,1048,358,1139,1048,358,44.75442043222004,41.17878192534381,14.06679764243615,3.8569744597249507,4.0,0.0005590674353777,0.005107212864941304,0.03240057664999974,4.411844192896869
RCL,2637,1160,1130,347,1160,1130,347,43.98938187334092,42.8517254455821,13.158892681076981,3.9226393629124003,4.0,0.00024389988926834386,0.0020139262116795936,0.038505842205063756,4.725447670978512
REG,2699,1222,1179,298,1222,1179,298,45.276028158577255,43.68284549833272,11.041126343090033,3.6065209336791404,3.0,-0.0002121537670850439,0.00342213460763585,0.02156998566766572,2.208437368821468
REGN,2559,1126,1098,335,1126,1098,335,44.00156311059008,42.9073856975381,13.091051191871825,3.81516217272372,4.0,-0.00021479876839955393,0.004410687637180304,0.04137167824084458,15.735443969180734
RF,2662,1205,1156,301,1205,1156,301,45.26671675432006,43.4259954921112,11.307287753568746,3.5574755822689705,3.0,0.00047969361232976296,0.0051733013399038325,0.030594359947895333,0.9096904716496976
RJF,2727,1261,1175,291,1261,1175,291,46.241290795746245,43.08764209754309,10.671067106710671,3.6824349101576823,3.0,-4.173190094163368e-05,0.005611394228455811,0.027897561953242497,2.1893168757823185
RL,2564,1130,1090,344,1130,1090,344,44.07176287051482,42.511700468018724,13.416536661466457,3.8553042121684866,4.0,0.0002654774049032721,0.0017633146229956557,0.031015204157099407,6.040363555156463
RMD,2476,1117,1001,358,1117,1001,358,45.113085621970924,40.4281098546042,14.45880452342488,3.9398222940226173,4.0,0.0009585052090931304,0.005369268018287526,0.02638738039859899,4.017727530700407
ROK,2555,1140,1047,368,1140,1047,368,44.61839530332681,40.97847358121331,14.403131115459884,3.8391389432485323,4.0,0.0010051059149254352,0.006175555099794203,0.027723230301398737,6.415906462560466
ROL,2565,1178,1078,309,1178,1078,309,45.925925925925924,42.02729044834308,12.046783625730995,3.7325536062378166,3.0,0.0005116693290057382,0.004911341323362554,0.022095928394743523,0.6396035620671244
ROP,2657,1260,1104,293,1260,1104,293,47.42190440346255,41.550621001129095,11.027474595408355,3.6307866014301844,3.0,0.0010343772795799236,0.007767763059020065,0.021818153197832917,6.785156684248964
ROST,2607,1217,1099,291,1217,1099,291,46.68200997314921,42.15573456079785,11.162255466052933,3.6609129267357114,3.0,0.0009958130655024157,0.007607295307849446,0.025757643032487024,2.3682921453509476
RSG,2641,1250,1124,267,1250,1124,267,47.330556607345706,42.55963650132525,10.109806891329042,3.586898901931087,3.0,8.220834243823633e-05,0.006016655050100918,0.018238137809419963,1.9767436363512452
RTX,2607,1176,1127,304,1176,1127,304,45.109321058688145,43.22976601457614,11.660912926735712,3.6858457997698504,3.0,0.0002405204043869229,0.002704225205851208,0.02092335627468523,2.4239400266159197
RVTY,2666,1220,1134,312,1220,1134,312,45.76144036009002,42.535633908477124,11.70292573143286,3.7021755438859714,3.0,0.0003057958894325326,0.004550291177515041,0.027951817086002292,3.013125560358271
SBAC,2644,1210,1157,277,1210,1157,277,45.76399394856278,43.75945537065053,10.476550680786687,3.5646747352496218,3.0,-0.00041223890334877615,0.0028395337224189432,0.03583793570400537,5.403790789919378
SBUX,2596,1187,1096,313,1187,1096,313,45.72419106317411,42.21879815100154,12.057010785824346,3.7773497688751925,3.0,0.00015755051521518262,0.004569974655894166,0.025027315339599197,1.879053339871251
SCHW,2653,1193,1184,276,1193,1184,276,44.967960799095366,44.62872220128157,10.403316999623067,3.5623822088202037,3.0,-0.0009421223007925248,0.0009022690850387841,0.031046444010074913,1.904682890199654
SHW,2568,1152,1073,343,1152,1073,343,44.85981308411215,41.783489096573206,13.356697819314642,3.7554517133956384,3.0,0.00034623328513802424,0.004307642136430934,0.0218877396035413,4.434871164410285
SJM,2497,1097,1039,361,1097,1039,361,43.932719263115736,41.60993191830196,14.4573488185823,3.9022827392871444,4.0,0.00024757393049442967,0.0022594424000301734,0.019327551258068964,3.1334324323107046
SLB,2773,1290,1231,252,1290,1231,252,46.520014424810675,44.39235485034259,9.087630724846736,3.5265055896141364,3.0,0.00026385668888190364,0.004473025459003422,0.029586064916382864,2.990188601397675
SMCI,1758,749,727,282,749,727,282,42.60523321956769,41.35381114903299,16.040955631399317,3.960750853242321,4.0,0.0005712378554387953,0.0021152500088671253,0.047569396707146,1.321687196182234
SNA,2538,1071,1101,366,1071,1101,366,42.198581560283685,43.3806146572104,14.420803782505912,3.9440504334121353,4.0,-0.00037033428505683664,-0.0009309765534355048,0.022944333845655696,5.006374006118775
SNDK,142,84,38,20,84,38,20,59.154929577464785,26.76056338028169,14.084507042253522,3.795774647887324,4.0,0.021725721191360844,0.06657299490324808,0.08098125965460369,88.08025193235906
SNPS,2606,1179,1098,329,1179,1098,329,45.241749808135076,42.133537989255565,12.624712202609361,3.75287797390637,4.0,0.0004650416471668385,0.00499371783809309,0.026823977082861022,7.234395182805269
SO,2652,1209,1182,261,1209,1182,261,45.588235294117645,44.57013574660634,9.841628959276019,3.5049019607843137,3.0,0.0001486807705696922,0.0022971103887952007,0.015425046868354006,1.407865992585367
SOLV,224,105,92,27,105,92,27,46.875,41.07142857142857,12.053571428571429,3.7410714285714284,3.5,0.000315933305315557,0.006332018416458845,0.02767493539397591,3.880648721853226
SPG,2674,1243,1146,285,1243,1146,285,46.48466716529544,42.857142857142854,10.658189977561705,3.5714285714285716,3.0,0.00029340938599121323,0.00541188948074577,0.023342404833044176,4.620525963226093
SPGI,2614,1228,1098,288,1228,1098,288,46.97781178270849,42.00459066564652,11.017597551644988,3.715761285386381,3.0,0.0006583632798159903,0.005878037226612931,0.022538723324098942,5.894468656311748
SRE,2612,1180,1151,281,1180,1151,281,45.176110260336905,44.06584992343032,10.758039816232772,3.6500765696784074,3.0,2.7109382174222662e-05,0.0014388870776500505,0.0189607587731757,1.5410958802196995
STE,2556,1179,1053,324,1179,1053,324,46.12676056338028,41.19718309859155,12.676056338028168,3.8294209702660407,4.0,0.0007687057609785283,0.006996155385825906,0.024002892812287575,3.6512207423643113
STLD,2725,1264,1188,273,1264,1188,273,46.38532110091743,43.596330275229356,10.01834862385321,3.5739449541284403,3.0,0.0002728894053471813,0.00907968717532697,0.03639032104215187,2.4279818841436063
STT,2601,1176,1088,337,1176,1088,337,45.213379469434834,41.830065359477125,12.956555171088043,3.7808535178777394,3.0,0.0011665921680952583,0.005540816316325005,0.028039706296931664,3.4056659949367356
STX,2346,1090,976,280,1090,976,280,46.462063086104,41.60272804774083,11.935208866155158,3.7259164535379368,3.0,0.002011128655348016,0.011780667860384663,0.036528238019070305,4.874949107259402
STZ,2529,1111,1054,364,1111,1054,364,43.93040727560301,41.6765519968367,14.3930407275603,3.844998022933966,4.0,0.0004363662043502019,0.002546667966937771,0.023788392827605212,4.138062254944552
SW,514,198,196,120,198,196,120,38.52140077821012,38.13229571984436,23.346303501945524,4.501945525291829,5.0,0.00012243458965868423,-0.0006803347548465192,0.03680249383682399,2.855486137011244
SWK,2635,1124,1167,344,1124,1167,344,42.65654648956357,44.28842504743833,13.055028462998102,3.8554079696394687,4.0,-0.0004884474742651532,-0.0008942896177661081,0.026159424751074536,4.005933338542608
SWKS,2596,1169,1138,289,1169,1138,289,45.03081664098613,43.836671802773495,11.13251155624037,3.663713405238829,3.0,-0.0006342226576120033,0.0037733575302277863,0.043922678174506354,3.796895090712473
SYF,1153,517,491,145,517,491,145,44.839549002601906,42.584562012142236,12.575888985255853,3.614050303555941,3.0,0.0008741280290901685,0.005180036697033297,0.028584984249355006,2.1579136692493908
SYK,2594,1190,1093,311,1190,1093,311,45.87509637625289,42.13569776407093,11.989205859676176,3.71781033153431,3.0,0.0005460736961407888,0.005670233595209398,0.020955300839505274,4.91473652261372
SYY,2524,1068,1105,351,1068,1105,351,42.313787638668785,43.7797147385103,13.906497622820918,3.804278922345483,3.0,-0.0005612588240765269,-0.0004569659359503381,0.019989338062013664,1.7997259661257656
T,2631,1209,1146,276,1209,1146,276,45.9521094640821,43.557582668187,10.490307867730902,3.655264158114785,3.0,0.00031132711532226175,0.0031640110517661226,0.02008689179841474,0.9667831728592419
TAP,2503,1086,1043,374,1086,1043,374,43.38793447862565,41.66999600479425,14.942069516580103,3.97842588893328,4.0,-4.2904569102633265e-05,0.0016586547967567995,0.022481293908526684,2.1847984321140106
TDG,1958,936,770,252,936,770,252,47.80388151174668,39.325842696629216,12.870275791624106,3.7665985699693563,3.0,0.002026777334424742,0.011802399333848308,0.02532838728460373,19.077866806156518
TDY,2612,1202,1104,306,1202,1104,306,46.01837672281776,42.266462480857584,11.715160796324655,3.66156202143951,3.0,0.0002033144628684745,0.005402169864669378,0.027450467723472073,7.064986336711938
